iteration,timestamp,p,true_positives,false_negatives,false_positives,true_negatives,avg_degree,max_degree
107,1900283,0.9199994,0,8,12,380,14.06,20
108,1369582,0.6299997,5,0,6,389,9.38,15
109,1706764,0.5999997,5,0,14,381,8.89,15
110,819492,0.97999936,4,0,17,379,15.065,24
111,2054513,0.67999965,0,0,0,0,0.0,0
112,2105936,0.69999963,4,0,25,371,10.81,17
113,2695210,0.4299999,7,0,10,383,6.23,13
114,2680053,0.38999993,0,6,16,378,5.51,11
115,2674209,0.36999995,9,0,0,391,5.435,12
116,644924,0.69999963,1,5,21,373,10.655,17
117,1315752,0.5299998,0,8,8,384,7.86,12
118,1734093,0.65999967,0,9,17,374,10.08,16
119,2136752,0.7499996,0,6,22,372,11.435,17
120,2762215,0.57999974,3,0,13,384,8.485,14
121,1935443,0.34999996,7,0,16,377,5.035,11
122,2977840,0.32,8,0,18,374,4.595,10
123,528262,0.49999982,0,6,17,377,7.415,14
124,2988376,0.9299994,7,0,10,383,14.19,20
125,652875,0.7099996,0,7,9,384,10.79,16
126,1117663,0.89999944,0,0,0,0,0.0,0
127,523628,0.46999985,6,0,5,389,6.9,12
128,2622534,0.9199994,3,2,24,371,14.045,21
129,1505932,0.87999946,0,5,15,380,13.38,19
130,1756337,0.68999964,6,0,11,383,10.64,18
131,1615996,0.4099999,4,2,14,380,5.815,11
132,1962164,0.4099999,8,0,8,384,6.08,11
133,2326963,0.37999994,9,0,8,383,5.505,11
134,1609646,0.39999992,0,6,10,384,5.705,10
135,500154,0.43999988,7,0,9,384,6.39,11
136,1959676,0.38999993,6,0,6,388,5.58,10
137,1212400,0.31,5,0,4,391,4.235,10
138,1735642,0.7399996,0,0,0,0,0.0,0
139,2157031,0.76999956,6,0,14,380,11.585,17
140,2300051,0.9599994,0,3,12,385,14.67,20
141,1600881,0.99999934,0,6,13,381,15.235,21
142,2519482,0.76999956,1,6,19,374,11.675,19
143,1768104,0.79999954,0,0,0,0,0.0,0
144,2027910,0.5499998,6,0,13,381,8.045,13
145,556061,0.5399998,6,0,6,388,7.94,13
146,836840,0.33999997,6,0,15,379,4.88,10
147,2653807,0.32999998,6,0,7,387,4.6,10
148,675207,0.76999956,0,6,12,382,11.735,18
149,1264604,0.4099999,3,4,21,372,6.045,12
150,1334552,0.56999975,0,7,5,388,8.4,16
151,2940973,0.8499995,7,0,18,375,12.86,18
152,1236667,0.97999936,0,4,10,386,14.83,21
153,2306586,0.34999996,8,0,15,377,5.07,10
154,468713,0.31,2,5,18,375,4.35,9
155,1910537,0.3,3,3,12,382,4.18,10
156,1740023,0.66999966,0,8,11,381,10.08,16
157,1766515,0.69999963,8,0,6,386,10.59,17
158,2858508,0.7399996,5,0,12,383,11.255,17
159,624334,0.77999955,0,0,0,0,0.0,0
160,717566,0.9499994,0,0,0,0,0.0,0
161,1901757,0.9299994,6,0,15,379,13.995,20
162,1021684,0.6399997,3,5,14,378,9.855,16
163,2048834,0.58999974,0,3,15,382,8.76,15
164,1378948,0.6499997,0,3,18,379,9.955,15
165,1248420,0.98999935,0,5,8,387,15.115,21
166,2313662,0.98999935,8,0,14,378,15.13,22
167,1252496,0.37999994,5,0,5,390,5.225,10
168,2249600,0.89999944,7,0,12,381,13.83,20
169,2637465,0.9499994,0,6,12,382,14.555,21
170,1154487,0.9599994,0,0,0,0,0.0,0
171,1464009,0.8199995,6,0,18,376,12.45,17
172,2162441,0.77999955,0,6,11,383,11.93,18
173,2462777,0.66999966,0,3,11,386,10.13,16
174,678366,0.78999954,4,1,14,381,11.815,17
175,963606,0.55999976,7,0,8,385,8.58,13
176,1041217,0.66999966,1,8,12,379,9.975,15
177,2948725,0.97999936,0,0,0,0,0.0,0
178,669069,0.8599995,0,0,0,0,0.0,0
179,1675802,0.5499998,7,0,9,384,8.125,13
180,526779,0.48999983,4,0,17,379,7.34,14
181,2897915,0.78999954,2,3,11,384,11.855,17
182,2147710,0.7599996,6,0,15,379,11.69,16
183,777329,0.3,4,0,7,389,4.34,9
184,1607055,0.37999994,0,6,17,377,5.51,10
185,646417,0.79999954,0,0,0,0,0.0,0
186,2771023,0.58999974,5,0,13,382,8.865,15
187,2731068,0.5099998,7,0,16,377,7.785,13
188,498048,0.4299999,6,0,9,385,6.38,12
189,2690439,0.4199999,4,1,24,371,6.25,12
190,2058183,0.6199997,0,6,16,378,9.39,15
191,1301152,0.5099998,0,6,14,380,7.61,13
192,2590745,0.87999946,0,4,15,381,13.295,18
193,1673191,0.6099997,0,0,0,0,0.0,0
194,2393113,0.5399998,0,7,22,371,8.045,14
195,596585,0.6199997,0,5,12,383,9.22,14
196,2791819,0.6299997,6,1,9,384,9.755,16
197,841730,0.35999995,6,0,8,386,5.07,11
198,468916,0.33999997,5,0,7,388,4.825,9
199,2464293,0.67999965,0,4,22,374,10.295,16
200,1436401,0.7599996,0,6,13,381,11.605,17
201,2488612,0.8099995,0,0,0,0,0.0,0
202,2793272,0.6499997,0,5,6,389,9.75,17
203,852697,0.37999994,5,0,12,383,5.53,11
204,828011,0.98999935,0,4,21,375,15.04,22
205,2679754,0.37999994,0,3,16,381,5.585,12
206,2711765,0.46999985,8,0,15,377,6.81,13
207,1579143,0.32999998,5,0,11,384,4.52,9
208,610243,0.65999967,0,6,17,377,9.87,15
209,560376,0.5499998,0,10,17,373,8.07,13
210,1588311,0.34999996,6,0,16,378,5.12,10
211,679717,0.89999944,0,0,0,0,0.0,0
212,1227792,0.32999998,0,6,14,380,4.58,10
213,2697831,0.43999988,8,0,6,386,6.345,12
214,1262854,0.39999992,6,0,13,381,5.8,11
215,2487070,0.7199996,7,0,7,386,10.765,16
216,2872273,0.7599996,7,0,20,373,11.455,16
217,939495,0.5299998,4,0,12,384,7.935,14
218,1771326,0.7199996,5,0,14,381,11.06,17
219,1360984,0.6199997,0,3,20,377,9.105,16
220,933764,0.5199998,7,0,3,390,7.905,13
221,2863446,0.7499996,5,0,17,378,11.44,17
222,1320624,0.5399998,4,2,11,383,8.0,13
223,1140804,0.8299995,0,5,15,380,12.58,18
224,2014079,0.5299998,8,0,10,382,7.725,13
225,1504569,0.9499994,0,0,0,0,0.0,0
226,1933367,0.33999997,7,0,4,389,4.69,9
227,2032431,0.56999975,5,0,18,377,8.6,16
228,1218571,0.32,0,7,19,374,4.45,11
229,1946753,0.35999995,0,5,25,370,4.99,10
230,2931650,0.8399995,4,0,16,380,12.83,18
231,2009821,0.5099998,2,2,10,386,7.62,13
232,941698,0.6099997,0,0,0,0,0.0,0
233,824621,0.32999998,8,0,16,376,4.41,9
234,2421728,0.6099997,5,0,14,381,9.24,15
235,1673703,0.5399998,7,0,8,385,8.05,14
236,1688394,0.56999975,5,0,15,380,8.475,14
237,2876737,0.76999956,0,6,12,382,11.67,18
238,2128016,0.7399996,0,5,14,381,11.015,16
239,2527193,0.78999954,1,3,20,376,11.905,17
240,2760051,0.56999975,1,2,17,380,8.45,15
241,1446050,0.79999954,0,5,15,380,12.235,18
242,1993936,0.48999983,5,0,14,381,7.12,13
243,2472036,0.69999963,0,5,14,381,10.445,16
244,2845199,0.7299996,0,7,16,377,11.14,17
245,1090767,0.8399995,0,0,0,0,0.0,0
246,712007,0.8199995,0,4,9,387,12.46,18
247,1873912,0.87999946,7,0,11,382,13.36,19
248,2842738,0.7199996,5,0,8,387,11.015,16
249,1516342,0.88999945,0,7,12,381,13.595,21
250,1808938,0.76999956,8,0,9,383,11.675,16
251,1266011,0.4299999,5,0,12,383,6.135,13
252,491639,0.37999994,7,0,6,387,5.335,11
253,2299929,0.32999998,0,5,19,376,4.795,9
254,678184,0.88999945,0,0,0,0,0.0,0
255,894389,0.45999986,7,0,4,389,6.815,13
256,1680767,0.55999976,6,0,13,381,8.35,14
257,533806,0.5199998,6,0,15,379,7.715,13
258,2629146,0.3,6,0,13,381,4.19,9
259,2703568,0.44999987,6,0,6,388,6.56,12
260,2547654,0.8199995,6,0,18,376,12.53,18
261,2602441,0.88999945,1,2,26,371,13.725,19
262,1075219,0.8099995,0,0,0,0,0.0,0
263,1337464,0.57999974,6,0,6,388,8.68,14
264,1060949,0.69999963,7,0,8,385,10.61,16
265,1382169,0.65999967,0,5,24,371,9.91,15
266,1537999,0.9199994,4,0,12,384,14.16,20
267,2559012,0.8399995,6,0,10,384,12.91,19
268,1204205,0.9399994,4,0,18,378,14.28,21
269,2586177,0.86999947,0,7,12,381,13.375,19
270,530228,0.5099998,0,6,18,376,7.45,13
271,2380109,0.5199998,8,0,2,390,7.66,14
272,716010,0.8299995,5,0,16,379,12.735,18
273,1403269,0.68999964,0,6,14,380,10.365,17
274,2074280,0.6399997,8,0,9,383,9.805,15
275,1428434,0.7299996,0,4,16,380,11.025,17
276,2333090,0.4099999,2,5,13,380,5.78,11
277,1469367,0.8299995,5,0,12,383,12.53,18
278,2313800,0.35999995,6,0,8,386,5.095,10
279,622825,0.68999964,6,0,12,382,10.38,16
280,1777044,0.7299996,8,0,4,388,11.055,16
281,2917435,0.8199995,0,6,13,381,12.49,18
282,2961086,0.86999947,0,5,11,384,13.35,20
283,2942519,0.9399994,0,0,0,0,0.0,0
284,602751,0.6299997,5,0,15,380,9.505,14
285,2506174,0.7599996,6,0,14,380,11.485,18
286,1382079,0.7499996,0,0,0,0,0.0,0
287,1296232,0.48999983,0,3,14,383,7.22,13
288,1816648,0.88999945,0,0,0,0,0.0,0
289,1601206,0.35999995,7,0,4,389,5.05,10
290,2450843,0.65999967,0,4,12,384,9.935,16
291,1962699,0.4199999,5,0,17,378,5.95,11
292,664951,0.7499996,7,0,10,383,11.385,16
293,2165317,0.78999954,6,0,9,385,12.225,17
294,1294980,0.47999984,6,0,2,392,7.13,12
295,2662631,0.9699994,6,0,14,380,14.89,21
296,1933461,0.32999998,0,10,17,373,4.605,9
297,563176,0.56999975,4,0,8,388,8.5,15
298,1161741,0.8599995,0,5,18,377,12.985,18
299,1387530,0.66999966,4,0,16,380,10.08,15
300,2388676,0.5299998,7,0,8,385,7.685,14
301,1089215,0.7399996,0,6,8,386,11.3,16
302,1638806,0.46999985,4,0,5,391,6.85,12
303,1849233,0.8599995,3,3,15,379,13.12,18
304,2435320,0.6299997,0,4,7,389,9.305,14
305,919645,0.48999983,0,5,17,378,7.335,12
306,881656,0.4299999,6,0,11,383,6.55,12
307,2399012,0.55999976,0,5,13,382,8.355,13
308,1997249,0.49999982,8,0,10,382,7.48,12
309,1924400,0.32,7,0,2,391,4.51,10
310,2219954,0.8599995,7,0,11,382,13.09,19
311,2655129,0.9599994,0,5,13,382,14.72,20
312,2496877,0.7399996,7,0,17,376,11.145,17
313,1385288,0.77999955,0,0,0,0,0.0,0
314,1257505,0.38999993,0,7,16,377,5.415,11
315,1377270,0.6399997,8,0,10,382,9.5,15
316,1231931,0.9699994,0,9,16,375,14.92,21
317,2376557,0.57999974,0,0,0,0,0.0,0
318,1265626,0.4199999,5,0,9,386,6.195,11
319,2899867,0.79999954,4,0,10,386,12.12,17
320,1119213,0.78999954,4,0,14,382,11.975,17
321,966001,0.6499997,0,0,0,0,0.0,0
322,1383694,0.76999956,0,0,0,0,0.0,0
323,2055818,0.6099997,6,0,13,381,8.975,14
324,471491,0.35999995,8,0,14,378,5.03,10
325,2709784,0.45999986,7,0,7,386,6.67,12
326,2323643,0.99999934,0,4,14,382,15.35,21
327,1105252,0.86999947,0,0,0,0,0.0,0
328,620356,0.67999965,3,1,16,380,10.26,16
329,2122572,0.7199996,6,0,15,379,11.055,16
330,521794,0.45999986,7,0,14,379,6.79,12
331,676697,0.87999946,0,0,0,0,0.0,0
332,2949791,0.98999935,0,0,0,0,0.0,0
333,566404,0.57999974,6,0,4,390,8.565,13
334,1423203,0.7199996,6,0,16,378,10.92,17
335,861535,0.39999992,2,2,15,381,5.495,11
336,525447,0.47999984,3,0,15,382,7.04,14
337,2076352,0.6499997,0,4,8,388,9.675,15
338,2654902,0.33999997,8,0,16,376,4.865,11
339,1583351,0.33999997,0,5,10,385,4.845,10
340,2328908,0.39999992,6,0,10,384,5.8,12
341,1636526,0.44999987,8,0,20,372,6.575,11
342,2290997,0.9499994,0,5,17,378,14.6,20
343,2665955,0.98999935,4,0,19,377,14.885,21
344,1642581,0.47999984,0,5,12,383,7.205,14
345,2375700,0.49999982,3,1,18,378,7.5,13
346,2416665,0.58999974,0,4,11,385,8.945,14
347,2430171,0.6199997,7,0,10,383,9.315,15
348,1114512,0.77999955,0,6,14,380,11.93,17
349,1503013,0.86999947,0,3,12,385,13.245,19
350,1349129,0.5999997,6,0,5,389,9.01,14
351,810199,0.32,6,0,12,382,4.54,11
352,1452800,0.8099995,0,5,16,379,12.285,17
353,2341379,0.4199999,0,5,14,381,6.115,11
354,2520328,0.77999955,0,8,10,382,11.745,18
355,2817060,0.67999965,0,4,10,386,10.195,16
356,1559968,0.31,6,0,13,381,4.335,9
357,2886673,0.77999955,6,0,15,379,11.775,18
358,903867,0.46999985,0,5,19,376,7.055,13
359,873173,0.4099999,3,4,24,369,5.935,10
360,615112,0.66999966,0,5,12,383,10.09,16
361,1298079,0.49999982,5,0,16,379,7.345,13
362,2037693,0.57999974,6,0,12,382,8.715,14
363,2749074,0.5499998,7,0,21,372,8.195,15
364,2289147,0.32,8,0,6,386,4.475,9
365,988882,0.68999964,0,0,0,0,0.0,0
366,2560559,0.9299994,0,0,0,0,0.0,0
367,467364,0.3,0,7,10,383,4.165,9
368,745847,0.90999943,4,1,12,383,14.18,20
369,994132,0.5999997,5,1,14,380,9.135,16
370,1592551,0.97999936,0,6,12,382,15.095,21
371,1189608,0.9199994,6,0,17,377,14.045,20
372,2443640,0.6499997,6,0,4,390,9.7,16
373,726954,0.8499995,0,6,13,381,13.095,18
374,2441622,0.6399997,7,0,15,378,9.45,15
375,2361306,0.47999984,0,4,9,387,7.085,13
376,1671587,0.5299998,7,0,6,387,7.71,13
377,2354241,0.44999987,2,5,13,380,6.54,13
378,2406958,0.56999975,0,9,15,376,8.61,14
379,2537187,0.79999954,0,4,19,377,11.985,17
380,1769646,0.8099995,0,0,0,0,0.0,0
381,2732584,0.5199998,7,0,6,387,7.735,14
382,1491512,0.8499995,6,0,14,380,12.91,18
383,1576768,0.32,0,5,19,376,4.585,9
384,2029715,0.55999976,5,0,13,382,8.25,13
385,608581,0.7299996,0,0,0,0,0.0,0
386,575047,0.5999997,0,6,13,381,9.195,14
387,1327090,0.5499998,8,0,4,388,8.245,13
388,1795437,0.7599996,4,0,11,385,11.69,17
389,1960918,0.39999992,0,5,18,377,5.77,11
390,2968792,0.88999945,4,0,16,380,13.545,20
391,1552786,0.9299994,5,0,22,373,14.08,20
392,1631148,0.43999988,8,0,10,382,6.285,11
393,2106667,0.7099996,4,0,14,382,10.69,18
394,1620462,0.4199999,7,0,15,378,5.965,11
395,469348,0.32999998,0,4,26,370,4.61,10
396,1717368,0.6199997,0,8,18,374,9.56,16
397,2254584,0.9199994,7,0,10,383,14.05,20
398,1933779,0.97999936,0,7,16,377,14.805,20
399,494888,0.4099999,6,0,3,391,5.795,12
400,2971233,0.31,0,5,23,372,4.28,10
401,1173275,0.87999946,0,6,21,373,13.47,20
402,1922979,0.9699994,6,0,14,380,14.62,21
403,1308386,0.5199998,6,0,10,384,7.625,14
404,2282381,0.9399994,8,0,10,382,14.205,21
405,847625,0.99999934,5,0,17,378,15.17,22
406,2227344,0.86999947,5,0,17,378,13.275,20
407,1705002,0.58999974,7,0,6,387,9.035,15
408,667551,0.7599996,3,0,20,377,11.57,17
409,2278990,0.3,5,1,9,385,4.045,10
410,2970468,0.3,2,4,14,380,4.405,9
411,946922,0.5399998,7,0,7,386,8.075,13
412,1103701,0.76999956,0,4,12,384,11.58,17
413,2052950,0.5999997,4,5,13,378,8.98,14
414,1534069,0.90999943,5,0,17,378,14.045,20
415,1649850,0.48999983,0,7,8,385,7.27,12
416,2183636,0.8099995,0,2,14,384,12.285,17
417,1910523,0.9499994,0,7,9,384,14.53,20
418,1244306,0.36999995,6,0,3,391,5.435,10
419,2680887,0.39999992,5,1,12,382,5.635,11
420,2981355,0.90999943,2,0,18,380,13.84,19
421,2933185,0.9199994,0,0,0,0,0.0,0
422,2274652,0.31,3,0,20,377,4.13,8
423,2233280,0.9699994,0,0,0,0,0.0,0
424,1666280,0.5199998,0,7,16,377,7.78,13
425,985225,0.57999974,6,0,5,389,8.66,14
426,2016025,0.5399998,2,5,10,383,7.95,14
427,1948703,0.98999935,4,3,9,384,15.14,22
428,2821179,0.68999964,7,0,15,378,10.455,17
429,1663549,0.5099998,0,7,12,381,7.3,13
430,2903773,0.8099995,0,6,7,387,12.29,18
431,2841212,0.7099996,4,0,9,387,10.735,16
432,2944061,0.9499994,0,0,0,0,0.0,0
433,1911160,0.9599994,5,0,17,378,14.585,22
434,879564,0.4199999,6,0,9,385,6.12,12
435,1196101,0.9299994,0,4,12,384,14.34,20
436,2746184,0.5399998,0,8,15,377,8.105,13
437,1134727,0.8199995,6,0,12,382,12.505,17
438,1284417,0.45999986,8,0,11,381,6.9,13
439,1719668,0.6399997,3,3,19,375,9.635,15
440,2647570,0.32,0,4,13,383,4.465,10
441,1829829,0.90999943,0,0,0,0,0.0,0
442,795044,0.9399994,0,4,9,387,14.42,21
443,2355669,0.45999986,5,0,13,382,6.59,12
444,1002619,0.6199997,0,4,6,390,9.32,14
445,1116124,0.88999945,0,0,0,0,0.0,0
446,2397890,0.5499998,5,0,17,378,8.38,13
447,2603956,0.99999934,0,0,0,0,0.0,0
448,2366513,0.48999983,9,0,8,383,7.22,12
449,1098031,0.7599996,5,0,14,381,11.51,17
450,812461,0.9699994,0,4,15,381,14.915,21
451,2181107,0.79999954,0,4,12,384,12.205,18
452,974217,0.56999975,3,5,7,385,8.585,14
453,1556566,0.3,0,6,9,385,3.94,9
454,1236960,0.35999995,0,4,10,386,5.07,11
455,1395985,0.67999965,5,0,9,386,10.35,16
456,1520815,0.89999944,0,6,12,382,13.97,19
457,1947822,0.36999995,4,0,15,381,5.345,10
458,778908,0.9299994,4,1,18,377,14.205,19
459,2642858,0.31,0,6,27,367,4.245,9
460,1752235,0.67999965,7,0,17,376,10.39,16
461,2566972,0.8499995,0,6,14,380,12.8,18
462,469561,0.34999996,0,6,16,378,4.875,10
463,732967,0.86999947,0,7,13,380,13.295,19
464,1288889,0.46999985,0,5,11,384,6.84,12
465,1380512,0.7399996,0,0,0,0,0.0,0
466,2977516,0.89999944,1,5,16,378,13.71,19
467,1636750,0.45999986,0,5,16,379,6.495,13
468,2592244,0.97999936,0,0,0,0,0.0,0
469,1034281,0.7499996,0,0,0,0,0.0,0
470,1978447,0.44999987,5,0,8,387,6.495,12
471,1886391,0.99999934,0,0,0,0,0.0,0
472,1279454,0.44999987,7,0,4,389,6.735,12
473,2950237,0.99999934,0,0,0,0,0.0,0
474,1236289,0.34999996,4,0,11,385,5.035,10
475,1484179,0.8399995,5,0,13,382,12.95,19
476,2374993,0.5099998,0,4,11,385,7.385,13
477,1834138,0.8399995,0,6,13,381,12.77,18
478,1949169,0.37999994,0,6,9,385,5.325,11
479,2070925,0.6299997,5,0,5,390,9.305,15
480,1605088,0.36999995,0,8,16,376,5.395,10
481,906178,0.47999984,0,4,15,381,7.13,14
482,1789168,0.7499996,2,3,27,368,11.34,17
483,1080762,0.7299996,4,0,20,376,11.21,16
484,1837137,0.8499995,6,0,9,385,12.955,19
485,1073700,0.7199996,0,6,12,382,10.94,17
486,1563631,0.9399994,2,2,21,375,14.39,21
487,1580959,0.9599994,0,6,15,379,14.785,20
488,1437907,0.8599995,0,0,0,0,0.0,0
489,468824,0.32,1,4,10,385,4.47,9
490,2210917,0.8499995,0,6,15,379,12.965,19
491,535566,0.5299998,7,0,6,387,7.88,14
492,1211508,0.9499994,0,4,5,391,14.46,20
493,569794,0.58999974,1,3,24,372,8.955,13
494,1409725,0.69999963,0,4,7,389,10.605,16
495,1815122,0.78999954,0,6,10,384,12.165,17
496,1237324,0.33999997,0,5,17,378,4.87,12
497,1717341,0.6299997,5,0,15,380,9.46,15
498,1975406,0.4299999,7,0,14,379,6.105,11
499,2722305,0.48999983,1,3,17,379,7.465,15
500,661532,0.7399996,3,2,15,380,11.21,16
501,1441127,0.78999954,3,1,11,385,11.905,17
502,1581355,0.9699994,0,6,12,382,14.695,21
503,1630294,0.4299999,0,5,15,380,6.165,12
504,2552649,0.90999943,0,0,0,0,0.0,0
505,1884899,0.89999944,6,0,17,377,13.885,19
506,2830429,0.69999963,0,4,18,378,10.69,16
507,2805431,0.65999967,0,8,15,377,9.97,15
508,2012000,0.5199998,0,4,20,376,7.715,14
509,2739697,0.5299998,5,0,10,385,7.985,14
510,576691,0.6099997,0,4,8,388,9.275,15
511,928158,0.49999982,7,0,4,389,7.53,13
512,1979517,0.45999986,0,6,21,373,6.665,12
513,2265398,0.9299994,4,0,20,376,13.925,20
514,655179,0.7199996,0,4,11,385,10.805,17
515,1607843,0.38999993,6,0,10,384,5.685,10
516,841821,0.34999996,0,8,6,386,5.165,10
517,2749871,0.55999976,0,5,18,377,8.455,14
518,2723491,0.49999982,3,2,16,379,7.255,13
519,2301929,0.33999997,7,0,10,383,4.765,10
520,1835712,0.9399994,0,0,0,0,0.0,0
521,2668248,0.35999995,8,0,3,389,5.13,12
522,2253189,0.90999943,5,0,20,375,13.915,20
523,2480322,0.7099996,7,0,13,380,10.855,17
524,2359575,0.46999985,8,0,2,390,6.94,12
525,2582053,0.8599995,4,0,15,381,13.04,18
526,1356298,0.6099997,0,8,15,377,8.985,13
527,562086,0.55999976,0,9,12,379,8.245,13
528,1066032,0.7099996,0,5,12,383,10.83,17
529,2094195,0.66999966,6,1,7,386,10.145,15
530,2781395,0.6099997,4,0,18,378,9.19,16
531,2452475,0.7499996,0,0,0,0,0.0,0
532,501058,0.44999987,8,0,12,380,6.51,12
533,803730,0.9599994,3,0,26,371,14.535,21
534,1213026,0.3,7,0,12,381,4.22,8
535,1757859,0.77999955,0,0,0,0,0.0,0
536,1371112,0.7099996,0,0,0,0,0.0,0
537,1652976,0.49999982,5,1,18,376,7.085,13
538,2492764,0.7299996,5,0,14,381,11.125,16
539,859807,0.38999993,6,0,8,386,5.82,11
540,887733,0.44999987,5,0,16,379,6.515,14
541,2126420,0.7299996,5,0,14,381,10.97,17
542,1052076,0.67999965,0,6,17,377,10.365,16
543,2186184,0.8199995,0,5,12,383,12.435,18
